Date,Filename,Title,Download Url,Threat Actor,Victim Country,Zero-Day,Attack Vector,Malware,Target Sector
2019-03-28,Threat Actor Group using UAC Bypass Module to run BAT File,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.03.28.UAC_Bypass_BAT_APT/Threat%20Actor%20Group%20using%20UAC%20Bypass%20Module%20to%20run%20BAT%20File.pdf,Not mentioned,"South Korea, the US, and East Asia",Not mentioned,"SpearPhishing, Malicious Documents","BABYFACE, SYSCON, UAC Bypass Module",Not mentioned
2019-04-02,OceanLotus-Steganography-Malware-Analysis-White-Paper,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.02.OceanLotus_Steganography/OceanLotus-Steganography-Malware-Analysis-White-Paper.pdf,OceanLotus,Not mentioned,Not mentioned,Not mentioned,"Veil “shellcode_inject” payload, OceanLotus, Remy backdoor, Denes backdoor, DNSProvider, HTTPProv.",Not mentioned
2019-04-10,Gaza Cybergang Group1 operation SneakyPastes,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.10.Operation_SneakyPastes/Gaza%20Cybergang%20Group1%20operation%20SneakyPastes.pdf,Gaza Cybergang Group1,"Palestinian Territories, Jordan, Israel, Lebanon, Saudi Arabia, Syria, Egypt, UAE, Senegal, France, Germany, Iran, Malaysia, Belgium, Bosnia and Herzegovina, Libya, Morocco, Spain, Sri Lanka, Tunisia, Afghanistan, Armenia, Azerbaijan, Cyprus, India, Indonesia, Iraq, Ireland, Italy, Kuwait, Oman, Poland, Romania, Russia, Serbia, Slovenia, Sudan, UK, USA.",Not mentioned.,SpearPhishing,"PowerShell, VBS, JS, dotnet, Winrar, Razy, NeD worm, Wonder Botnet.","Government and defense agencies, Financial institutions, Healthcare, Education and research institutions, Media and entertainment companies, Individuals."
2019-04-10,ASEC_REPORT_vol.94_ENG,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/AhnLab/ASEC_REPORT_vol.94_ENG.pdf,Not mentioned,South Korea and worldwide.,FALSE,"Malicious Documents, Social Engineering","XMRig, srv64, tpagentservice.dll, spoolsv64.exe, MsraReportDataCache32.tlb, TrustedHostServices.exe, sample.exe, svchost.exe, CoinMiner, Mimikatz, iiiiiiii.exe, Gh0st RAT.",Corporations and Businesses
2019-04-19,Funky malware format found in Ocean Lotus sample,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.19.Funky_malware_format/Funky%20malware%20format%20found%20in%20Ocean%20Lotus%20sample.pdf,"Ocean Lotus, also known as APT 32.",Vietnamese activists,Not mentioned,SpearPhishing,"BLOB, CAB, sporder.vbs, wscript.exe",Individuals
2019-05-07,Buckeye_ Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.07.Buckeye/Buckeye_%20Espionage%20Outfit%20Used%20Equation%20Group%20Tools%20Prior%20to%20Shadow%20Brokers%20Leak.pdf,Buckeye,"Hong Kong, Luxembourg, Philippines, Vietnam, U.S., Belgium, Sweden, Italy, UK",TRUE,Exploit Vulnerability,"Backdoor.Pirpi, Filensfer, Bemstour Exploit Tool, DoublePulsar, Trojan.Bemstour, EternalRomance, EternalSynergy, HTran, command line utility to list user accounts on remote machine, command line SMB client.",Not mentioned
2019-05-08,FIN7.5_ the infamous cybercrime rig 'FIN7' continues its activities,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.08.Fin7.5/FIN7.5_%20the%20infamous%20cybercrime%20rig%20%E2%80%9CFIN7%E2%80%9D%20continues%20its%20activities.pdf,FIN7,Not mentioned,FALSE,"SpearPhishing, Social Engineering, Malicious Documents, Exploit Vulnerability.","GRIFFON, CobaltStrike, Powershell Empire, ThreadKit, MS Office exploits.",Corporations and Businesses
2019-05-09,Iranian-Nation-State-APT-Leak-Analysis-and-Overview,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.09.Iranian_APT_Leak/Iranian-Nation-State-APT-Leak-Analysis-and-Overview.pdf,OilRig,"Sri Lanka, India, UAE, Dubai, Thailand, Philippines, Syria, Azerbaijan, Afghanistan, Pakistan, Hong Kong, Oman, Israel, Turkey, Iraq, Qatar, Lebanon, Malaysia, Indonesia, Kyrgyzstan, Kuwait, Bahrain, Egypt, Morocco, Ethiopia, Kenia, South Africa, Mauritius, Fiji, New Zealand, Australia, Colombia.",Not mentioned,"*   **Phishing**: Attack on Thai Airways, Phishing attacks on numerous firms.
*   **SpearPhishing**: Communication directly with people related to the Foreign Ministry.
*   **Exploit Vulnerability**: Locating vulnerable websites hosted on the governmental network (Azerbaijani Department of Health).",Not mentioned,"Government and defense agencies, Corporations and Businesses."
2019-05-11,Chineses Actor APT target Ministry of Justice Vietnamese,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.11.Chinese_APT_Vietnamese/Chineses%20Actor%20APT%20target%20Ministry%20of%20Justice%20Vietnamese.pdf,Chineses Actor APT,Vietnam,FALSE,"SpearPhishing, Malicious Documents, Exploit Vulnerability.",Gh0st RAT,Government and defense agencies
2019-05-13,"ScarCruft continues to evolve, introduces Bluetooth harvester _ Securelist",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.13.ScarCruft_Bluetooth/ScarCruft%20continues%20to%20evolve%2C%20introduces%20Bluetooth%20harvester%20_%20Securelist.pdf,ScarCruft,"Vietnam, Russia, Hong Kong, North Korea",TRUE,"SpearPhishing, Watering Hole, Exploit Vulnerability","Bluetooth harvester, ROKRAT, UACME","Financial institutions, Corporations and Businesses, Government and defense agencies."
2019-05-15,Winnti_ More than just Windows and Gates,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.15.Winnti_More/Winnti_%20More%20than%20just%20Windows%20and%20Gates.pdf,Project Sauron,Germany and Vietnam.,Not mentioned,Not mentioned,"Winnti, libxselinux, libxselinux.so, Nmap.","Healthcare, Media and entertainment companies"
2019-05-22,A journey to Zebrocy land,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.22.Zebrocy_Land/A%20journey%20to%20Zebrocy%20land.pdf,Sednit group,Middle East and Central Asia,FALSE,"SpearPhishing, Social Engineering, Exploit Vulnerability","Zebrocy Delphi backdoor, Win32/TrojanDownloader.Sednit.CMT, Win32/HackTool.PSWDump.D, Win32/PSW.Agent.OGE.",Not mentioned
2019-05-29,TA505 is Expanding its Operations,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.29.TA505/TA505%20is%20Expanding%20its%20Operations.pdf,TA505,"Italy, US",Not mentioned,"SpearPhishing, Malicious Documents","RMS (Remote Manipulator System), MPress PE compressor utility, Stealthy Email Stealer, malicious macro.","Financial institutions, Corporations and Businesses"
2019-06-03,Zebrocy Multilanguage Malware Salad,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.06.03.Zebrocy/Zebrocy%20Multilanguage%20Malware%20Salad.pdf,Zebrocy,"Kazakhstan, Tajikistan, Turkmenistan, Germany, Kyrgyzstan, United Kingdom, Myanmar, Syrian Arab Republic, Ukraine, Afghanistan, Tanzania, Iran.",FALSE,SpearPhishing,"Zebrocy, AutoIT, Delphi, C#, PowerShell, Go, Python, Nim.",Government and defense agencies
2019-06-04,An APT Blueprint Gaining New Visibility into Financial Threats,,https://www.bitdefender.com/files/News/CaseStudies/study/262/Bitdefender-WhitePaper-An-APT-Blueprint-Gaining-New-Visibility-into-Financial-Threats-interactive.pdf,Carbanak,"Russia, the United Kingdom, the Netherlands, Spain, Romania, Belarus, Poland, Estonia, Bulgaria, Georgia, Moldova, Kyrgyzstan, Armenia, Taiwan, Malaysia, Eastern Europe, USA, and Europe.",Not mentioned,"SpearPhishing, Malicious Documents, Exploit Vulnerability","`powershell.exe`, `mstsc.exe`, `psexec.exe`, `psexesvc.exe`, `smrs.exe`, `java.exe`, `rad353F7.tmp`, `jusched.exe`, `nusb1mon.exe`, `netscan.exe`, DLL dropper, JavaScript backdoor.",Financial institutions
2019-06-10,wp_new_muddywater_findings_uncovered,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.06.10.MuddyWater_Resurfaces/wp_new_muddywater_findings_uncovered.pdf,MuddyWater,"Middle Eastern countries, Asian countries, Europe, United States, Turkey, Pakistan, Afghanistan.",Not mentioned,"SpearPhishing, Malicious Documents, Exploit Vulnerability","POWERSTATS v3, Microsoft Script Encoder, Powershell.exe, CrackMapExec, ChromeCookiesView, chrome-passwords, EmpireProject, FruityC2, Koadic, LaZagne, Meterpreter, Mimikatz, MZCookiesView, PowerSploit, Shootback, Smbmap, SHARPSTATS, DELPHSTATS.","Government and defense agencies, Financial institutions, Education and research institutions, Corporations and Businesses."
2019-07-04,Latest Spam Campaigns from TA505 Now Using New Malware Tools Gelup and FlowerPippi,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.04.TA505_Gelup_FlowerPippi/Latest%20Spam%20Campaigns%20from%20TA505%20Now%20Using%20New%20Malware%20Tools%20Gelup%20and%20FlowerPippi.pdf,TA505,"India, Indonesia, Philippines, Japan, South Korea, Argentina, United Arab Emirates, Saudi Arabia, Morocco, Singapore, U.S.",Not mentioned,"Phishing, Malicious Documents","Gelup, FlowerPippi, FlawedAmmyy, Amadey botnet","Corporations and Businesses, Financial institutions"
2019-07-04,Appendix-Latest-Spam-Campaigns-from-TA505-Now-Using-New-Malware-Tools-Gelup-and-FlowerPippi,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.04.TA505_Gelup_FlowerPippi/Appendix-Latest-Spam-Campaigns-from-TA505-Now-Using-New-Malware-Tools-Gelup-and-FlowerPippi.pdf,TA505,Not mentioned,Not mentioned,"Phishing, Malicious Documents","Trojan.XF.DEDEX.SMNH3, Amadey, FlawedAmmyy RAT, FlawedAmmyy Downloader, Backdoor.Win32.FLAWEDAMMY.AN, Backdoor.Win32.FLAWEDAMMY.AP, Backdoor.Win32.FLAWEDAMMY.SMKAT",Not mentioned
2019-07-04,Tech-Brief-Latest-Spam-Campaigns-from-TA505-Now-Using-New-Malware-Tools-Gelup-and-FlowerPippi,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.04.TA505_Gelup_FlowerPippi/Tech-Brief-Latest-Spam-Campaigns-from-TA505-Now-Using-New-Malware-Tools-Gelup-and-FlowerPippi.pdf,TA505,"Japan, Philippines, and Argentina.",Not mentioned,Not mentioned.,"FlowerPippi, Gelup, C++, FNV-1a hash algorithm, RC4, AES256-ECB, Base64, XOR, Bit-shift, cmd.exe, VirtualBox.",Not mentioned
2019-07-11,Buhtrap group uses zero-day in latest espionage campaigns,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.11.Buhtrap_Group/Buhtrap%20group%20uses%20zero%E2%80%91day%20in%20latest%20espionage%20campaigns.pdf,Buhtrap group,"Russia, Eastern Europe, and Central Asia.",TRUE,Malicious Documents,"Buhtrap, NSIS installers, Metasploit's Meterpreter, VBA/TrojanDropper.Agent.","Government and defense agencies, Corporations and Businesses, Financial institutions"
2019-07-17,Newly identified StrongPity operations _ AT&T Alien Labs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.17.StrongPity_operations/Newly%20identified%20StrongPity%20operations%20_%20AT%26T%20Alien%20Labs.pdf,PROMETHIUM,"Belgium, Italy, Turkey, and Syria.",FALSE,"Watering Hole, Website Equipping","StrongPity, WinBox, WinRAR, TrueCrypt, IDM.",Not mentioned
2019-07-17,EvilGnome_ Rare Malware Spying on Desktop Users,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.17.EvilGnome/EvilGnome_%20Rare%20Malware%20Spying%20on%20Desktop%20Users.pdf,Gamaredon Group,Ukrainian government,Not mentioned,Not mentioned,"EvilGnome, Spy Agent",Government and defense agencies
2019-07-18,Spam Campaign Targets Colombian Entities with Custom-made Proyecto RAT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.18.Proyecto_RAT_Colombian/Spam%20Campaign%20Targets%20Colombian%20Entities%20with%20Custom-made%20Proyecto%20RAT.pdf,Not mentioned,Colombia and other South American countries.,Not mentioned,"SpearPhishing, Malicious Documents","Proyecto RAT, Visual Basic 6","Government and defense agencies, Healthcare, Financial institutions, Corporations and Businesses."
2019-07-24,Resurgent Iron Liberty Targeting Energy Sector,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.07.24.Resurgent_Iron_Liberty/Resurgent%20Iron%20Liberty%20Targeting%20Energy%20Sector.pdf,IRON LIBERTY,"U.S., Europe, Norway, UK, Canada.",Not mentioned.,"SpearPhishing, Credential Reuse, Website Equipping","Phishery, CrackMapExec, Mimikatz, Angry IP Scanner, PsExec, Z_webshell, Karagany, MCMD, SoftEther VPN, Sysmain, Havex, xFrost, Adobe Flash.","Energy and utilities, Critical infrastructure, Government and defense agencies, Financial institutions, Individuals."
2019-08-27,Malware analysis about sample of APT Patchwork,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.08.27.Patchwork_Malware_Analysis/Malware%20analysis%20about%20sample%20of%20APT%20Patchwork.pdf,Patchwork,Pakistan,FALSE,Malicious Documents,"Inpage, CVE-2017-12824",Government and defense agencies
2019-08-29,SectorJ04 Group's Increased Activity in 2019,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.08.29.SectorJ04_2019/SectorJ04%20Group%E2%80%99s%20Increased%20Activity%20in%202019.pdf,SectorJ04 Group,"Germany, Indonesia, the United States, Taiwan, India, France, Serbia, Ecuador, Argentina, South Korea, Japan, China, Britain, South Africa, Italy, Hong Kong, Romania, Ukraine, Macedonia, Russia, Switzerland, Senegal, the Philippines, UAE, Qatar, Saudi Arabia, Pakistan, Thailand, Bahrain, Turkey, Bulgaria, Bangladesh.",Not mentioned,"SpearPhishing: Spearphishing Attachment, Spearphishing Link
Malicious Documents: Malicious documents (MS Office themes, MS Word files with macros)
Social Engineering: Trusted Relationship","ServHelper, FlawedAmmy RAT, Remote Manipulator System (RMS) RAT, AdroMut, FlowerPippi, Clop ransomware, AmadeyBot.","Government and defense agencies: Government departments (financial-related); Corporations and Businesses: Retail, distribution, social commerce, job-seeking companies, general companies; Financial institutions: Banks, exchanges; Healthcare: Medical, pharmaceutical, biotechnology, healthcare-wage management; Energy and utilities: Energy, urban gas, wind power generation; Manufacturing: Manufacturing companies, electronic product manufacturers; Education and research institutions: Universities; Media and entertainment companies: Media, broadcasting."
2019-08-29,Heatstroke Campaign Uses Multistage Phishing Attack to Steal PayPal and Credit Card Information,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.08.29.Heatstroke_Campaign/Heatstroke%20Campaign%20Uses%20Multistage%20Phishing%20Attack%20to%20Steal%20PayPal%20and%20Credit%20Card%20Information.pdf,Not mentioned,Not mentioned,Not mentioned.,Phishing,"Phishing kit, Trojan.PHP.PHISHKIT.B","Individuals, Corporations and Businesses"
2019-08-29,"More_eggs, Anyone_ Threat Actor ITG08 Strikes Again",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.08.29.FIN6_ITG08/More_eggs%2C%20Anyone_%20Threat%20Actor%20ITG08%20Strikes%20Again.pdf,"ITG08, also known as FIN6",U.S. and Europe,Not mentioned,"SpearPhishing, Social Engineering, Drive-by Download, Malicious Documents.","Metasploit, Meterpreter, Mimikatz, More_eggs, PowerShell, WMI, cmd.exe.",Corporations and Businesses
2019-09-05,UPSynergy_ Chinese-American Spy vs. Spy Story,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.09.05.UPSynergy/UPSynergy_%20Chinese-American%20Spy%20vs.%20Spy%20Story.pdf,APT3,Not mentioned,TRUE,Exploit Vulnerability,"Bemstour, UPSynergy, SMB Master, SMB_FOR_ALL_Ultimate-signature.",Not mentioned
2019-09-06,BITTER APT_ Not So Sweet,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.09.06.BITTER_APT_Not_So_Sweet/BITTER%20APT_%20Not%20So%20Sweet.pdf,BITTER APT,Chinese and Pakistani organizations.,FALSE,"Malicious Documents, Exploit Vulnerability","ArtraDownloader, BitterRAT Remote Access Trojan",Not mentioned
2019-09-11,RANCOR APT_ Suspected targeted attacks against South East Asia,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.09.11.RANCOR_APT/RANCOR%20APT_%20Suspected%20targeted%20attacks%20against%20South%20East%20Asia.pdf,Rancor APT,"South East Asia, Cambodia",FALSE,"SpearPhishing, Malicious Documents, Exploit Vulnerability, Social Engineering.","DDKONG, PLAINTEE, CertUtil.exe, wscript.shell, cmd.exe, schtasks, msiexec",Government and defense agencies
2019-09-18,Magecart Skimming Attack Targets Mobile Users of Hotel Chain Booking Websites,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.09.18.Magecart_Hotel_Chain_Booking/Magecart%20Skimming%20Attack%20Targets%20Mobile%20Users%20of%20Hotel%20Chain%20Booking%20Websites.pdf,"Mirrorthief, FIN6, SideWinder APT Group",Not mentioned,Not mentioned,Website Equipping,TrojanSpy.JS.MAGECART.B,"Corporations and Businesses, Individuals"
2019-09-24,How Tortoiseshell created a fake veteran hiring website to host malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.09.24_New_Tortoiseshell/How%20Tortoiseshell%20created%20a%20fake%20veteran%20hiring%20website%20to%20host%20malware.pdf,Tortoiseshell,United States,Not mentioned,Website Equipping,"IvizTech, bird.exe, Liderc, PowerShell, .NET binary.","Individuals, Corporations and Businesses."
2019-09-26,Chinese APT Hackers Attack Windows Users via FakeNarrator Malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.09.26_China_APT_FakeNarrator_To_PcShare/Chinese%20APT%20Hackers%20Attack%20Windows%20Users%20via%20FakeNarrator%20Malware.pdf,Not mentioned,South-east Asia,Not mentioned,Not mentioned,"FakeNarrator malware, bespoke Trojan, Narrator executable (trojanized), PcShare backdoor, NVIDIA application.","Corporations and Businesses, Government and defense agencies, Manufacturing"
2019-10-01,Tech-Brief-New-Fileless-Botnet-Novter-Distributed-by-KovCoreG-Malvertising-Campaign,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.10.01.kovcoreg-malvertising-campaign/Tech-Brief-New-Fileless-Botnet-Novter-Distributed-by-KovCoreG-Malvertising-Campaign.pdf,KovCoreG,Not mentioned,Not mentioned,Not mentioned,"EmpireProject, Invoke-PSInject, WinDivert, node.js, Socket.io, Novter, Nodster, KovCoreG, Adobe Flash, Windows Defender, Windows Update, CMSTPLUA.",Not mentioned
2019-10-01,Appendix-New-Fileless-Botnet-Novter-Distributed-by-KovCoreG-Malvertising-Campaign,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.10.01.kovcoreg-malvertising-campaign/Appendix-New-Fileless-Botnet-Novter-Distributed-by-KovCoreG-Malvertising-Campaign.pdf,Not mentioned.,Not mentioned,Not mentioned,Social Engineering (technical support scam’s domain),"Novter, Nodster, KovCoreG, WINDIVERT.",Not mentioned
2019-10-07,CERTFR-2019-CTI-005,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.10.07.Supply_Chain_Attacks/CERTFR-2019-CTI-005.pdf,Not mentioned,Not mentioned,FALSE,"Exploit Vulnerability, Phishing, Credential Reuse","Custom malware, PlugX, ProcDump, CertMig, WMIExec.vbs, rar.exe, MimiKatz, Netscan, Acunetix, netsh.",Corporations and Businesses
2019-10-10,Mahalo_FIN7,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.10.10.Fin7/Mahalo_FIN7.pdf,FIN7,Not mentioned,Not mentioned.,Not mentioned.,"BOOSTWRITE, RDFSNIFFER, CARBANAK, NCR Aloha Command Center Client, Microsoft DirectX Typography Services, ChaCha stream cipher, Win32 API functions.","Corporations and Businesses (specifically, organizations using NCR Aloha Command Center Client, typically in hospitality/restaurant sectors)."
2019-10-10,ASEC_REPORT_vol.96_ENG,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/AhnLab/ASEC_REPORT_vol.96_ENG.pdf,Not mentioned,South Korea,FALSE,"SpearPhishing, Malicious Documents","The specific malware file names used are ChromeDrop.dat, ChromeSearch.dat, ChromInst.dat, ChromSrch.dat, HncCheck64.dll, HncUpdate.dll, HwpUpdateCheck.dll, Mcx2Svc.dat, OfficeFontMgr.dll, OfficeFontMgr64.dll, WinSAT.dll, WinSAT.exe, WinSAT64.dll, WINWORD.exe, wsat.dll, wsat.exe, and 참고.txt.wsf.",Government and defense agencies
2019-10-21,Winnti Group's skip-2.0_ A Microsoft SQL Server backdoor,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.10.21.Winnti_skip_2.0/Winnti%20Group%E2%80%99s%20skip%E2%80%912.0_%20A%C2%A0Microsoft%20SQL%20Server%20backdoor.pdf,Winnti Group,Not mentioned,Not mentioned.,Not mentioned,"skip-2.0, PortReuse, ShadowPad, Inner-Loader injector, VMProtected launcher, custom packer, hooking framework.","Media and entertainment companies, Corporations and Businesses"
2019-11-12,TA-505 Cybercrime on System Integrator Companies,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.11.12_TA-505_On_SI/TA-505%20Cybercrime%20on%20System%20Integrator%20Companies.pdf,TA-505 group,Europe,Not mentioned.,"Malicious Documents, Social Engineering","Get2, FlawedGrace, FlawedAmmyy, Snatch, nanagrams.exe, JavaScript.","Corporations and Businesses, Financial institutions"
2019-11-13,sophoslabs-uncut-2020-threat-report,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/Sophos/sophoslabs-uncut-2020-threat-report.pdf,Not mentioned,Not mentioned,FALSE,"SpearPhishing, Exploit Vulnerability","Wannacry, Mirai, MegaCortex, PowerShell, ping, nmap, net, nbtsat, WMI, PsExec, CVE-2018-8453, UAC bypass, Authenticode certificate, PUAs.","Individuals, Corporations and Businesses, Cloud/IoT services"
2019-11-20,Mac Backdoor Linked to Lazarus Targets Korean Users,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.11.20.Mac_Lazarus/Mac%20Backdoor%20Linked%20to%20Lazarus%20Targets%20Korean%20Users.pdf,Lazarus,Korean users,Not mentioned,"Malicious Documents, Social Engineering","Backdoor.MacOS.NUKESPED.A, Trojan.MacOS.NUKESPED.B, PowerShell script, Album.app, Flash Player.",Individuals.
2019-11-21,"Registers as 'Default Print Monitor', but is a malicious downloader. Meet DePriMon",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.11.21.DePriMon/Registers%20as%20%E2%80%9CDefault%20Print%20Monitor%E2%80%9D%2C%20but%20is%20a%20malicious%20downloader.%20Meet%20DePriMon.pdf,Lamberts (aka Longhorn) cyberespionage group,Central Europe and the Middle East.,Not mentioned,Not mentioned,"DePriMon, ColoredLambert, Schannel, Security Support Provider Interface (SSPI).",Corporations and Businesses
2019-11-26,Insights from one year of tracking a polymorphic threat,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.11.26.Dexphot/Insights%20from%20one%20year%20of%20tracking%20a%20polymorphic%20threat.pdf,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Dexphot,Corporations and Businesses.
2019-11-28,RevengeHotels_ cybercrime targeting hotel front desks worldwide,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.11.28.RevengeHotels/RevengeHotels_%20cybercrime%20targeting%20hotel%20front%20desks%20worldwide.pdf,"RevengeHotels, ProCC","Argentina, Bolivia, Brazil, Chile, Costa Rica, France, Italy, Mexico, Portugal, Spain, Thailand, and Turkey.",Not mentioned,"SpearPhishing, Social Engineering, Malicious Documents, Exploit Vulnerability.","RevengeRAT, NjRAT, NanoCoreRAT, 888 RAT, ProCC, Yoda Obfuscator, ScreenBooking, PowerShell.",Corporations and Businesses
2019-12-03,Threat Actor Targeting Hong Kong Pro-Democracy Figures,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.03.Hong_Kong_Pro-Democracy/Threat%20Actor%20Targeting%20Hong%20Kong%20Pro-Democracy%20Figures.pdf,Not mentioned,Not mentioned.,Not mentioned,"SpearPhishing, Social Engineering, Malicious Documents","PyInstaller, Python requests library, GetCurrentRollback.exe, GetCurrentDeploy.dll",Individuals.
2019-12-06,Cosmic Banker campaign is still active revealing link with Banload malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.06.Cosmic_Banker_campaign/Cosmic%20Banker%20campaign%20is%20still%20active%20revealing%20link%20with%20Banload%20malware.pdf,Not mentioned,Brazil and Mexico.,Not mentioned,"SpearPhishing, Social Engineering","Banload malware, AutoIt toolkit, PowerShell, and batch scripts.","Financial institutions, Individuals"
2019-12-11,Dropping Anchor_ From a TrickBot Infection to the Discovery of the Anchor Malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.11_DROPPING_ANCHOR/Dropping%20Anchor_%20From%20a%20TrickBot%20Infection%20to%20the%20Discovery%20of%20the%20Anchor%20Malware.pdf,FIN6,United States and Europe,Not mentioned,"SpearPhishing, Malicious Documents","TrickBot, Anchor_DNS, Anchor, Meterpreter, PowerShell Empire, Cobalt Strike, Metasploit.","Financial institutions, Manufacturing, Corporations and Businesses"
2019-12-11,Anchor IOCs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.11_DROPPING_ANCHOR/Anchor%20IOCs.pdf,Not mentioned,Not mentioned,Not mentioned.,Not mentioned,"Trickbot, Anchor, Trickbot Downloader, TrickBot-Anchor, AnchorInstaller_x86, anchorInstaller_x64, Anchor_x86, Anchor_x64, Anchor_dns.",Not mentioned
2019-12-12,wp-drilling-deep-a-look-at-cyberattacks-on-the-oil-and-gas-industry,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.12.Drilling_Deep/wp-drilling-deep-a-look-at-cyberattacks-on-the-oil-and-gas-industry.pdf,APT33,"U.S., U.K., India, Middle East, Europe, Asia",TRUE,"Phishing, Watering Hole, Exploit Vulnerability","BitPaymer Ransomware, PsExec, BKDR64_RGDOOR.ZIFB-A, RGDoor IIS Backdoor, PHP mailer script, StoneDrill, Shamoon, AndroidOS_Mudwater.HRX, TrojanSpy.Win32.BLUEHARV.A, Slub malware, VirusTotal, Scan4You, Refud.me, crypter software, Webshells, China Chopper webshell.","Energy and utilities, Corporations and Businesses, Media and entertainment companies, Manufacturing, Critical infrastructure, Government and defense agencies, Individuals."
